uuid,Team,room,name,iteration,duration_ms,favorite,session,notes,prompt,intention,customTags,bodyTags
1d2c2c87-dc09-4fbf-93bc-1369822d4eed,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,team_4-p_1,1,7351,0,1,-,-,-,-,-
500573ba-9b9b-4825-a3b7-336ba77f7e76,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,team_4-p_1,2,9197,0,1,-,-,-,-,-
d968414d-7ae9-4c6f-9da9-21740d5dd49f,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,team_4-p_1,3,9007,0,1,-,-,-,-,-
11d185d9-1e86-4e20-8261-8f1ae00b4725,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,severin test 3,1,7607,0,1,-,-,-,-,-
040b84e5-85fb-41d4-bcc0-febcf0d0cd2a,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa43,team_4-p_2,1,6684,0,1,-,-,-,-,-
33a8c649-aa84-445d-bdaf-20babdd7a9f1,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,mario_prompt,1,8600,0,1,-,-,-,-,-
56d4a4a7-9ad6-4266-9a7f-a3e924a30ef3,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,mario_prompt,2,7567,0,1,-,-,-,-,-
a6dc290e-6b28-4a4e-bcf6-0388ea7c59f1,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,mario_prompt,3,8057,0,1,-,-,-,-,-
1abb66cc-b963-4bde-bc6a-653f3af157f6,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,Mario Gustav Test 1,1,8333,0,1,-,-,-,-,-
cdf045eb-0d2d-4b5c-b272-849372fbf049,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,mario_prompt,4,8159,0,1,-,walking,Mario doing a loop and bouncing on the stones,-,left forearm
77671314-7bda-4d2c-8e0e-74d6d31cacb9,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,mario_prompt overdub,1,8159,0,1,-,walking,Mario doing a loop and bouncing on the stones,-,left forearm
27e2cf0d-8ae4-49c4-b86d-fe221b09d205,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,team_4,1,4835,0,1,We tried to emphasize the movement and to translate it into vibration. It is not yet sharp and clear enough. If the actuators would be further apart than it would be easier to individualize them.,walking,Mario is running and jumping,Mario,"left forearm,right forearm"
2c45bc8b-e39e-4fbc-a097-20cdcf55ecec,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,team_4-p_1,4,4142,0,2,-,-,-,-,-
de4e32de-41c6-4359-847b-c72aa09e1b3f,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,zipline 1,1,6174,0,2,-,sliding_down,mimic the vibration of the zipline on the hands,-,-
1806e3ea-d63d-48b3-87a9-e16fa8639d1a,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,zipline,1,7565,0,2,-,-,-,-,-
d9bcc71a-8daa-4727-96fb-a52682cfd531,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa43,Gustav Anchor,1,6787,0,2,"shoulder fells very interesting, very unusual/unknown  haptic feedback",raising an anchor,including the pushing motion combined with pressure on the arm as well as the shoulder / neck,-,"left shoulder,left forearm"
0bb02651-6012-40ab-9220-d72558f16066,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,zipline,2,6960,0,2,"only two actuators, one on each back of the hand",sliding on a zipline,mimic the vibration of the zipline in the hands,-,"left hand,right hand"
1792ab44-c324-42da-8697-b9b6c0793d85,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,1,8766,0,2,-,-,-,-,-
a09eb354-d647-48cb-a656-a6ab059f9ac0,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,2,8985,0,2,-,-,-,-,-
9a48ca07-20ad-4a6e-a9d4-ae0c72e1de99,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,3,4852,0,2,"actuators are placed along the arm in ascending order


would be better if the top ones could be a bit stronger, the vibration on the shoulder is a bit lower",using a powerwash,mimic the recoil of the powerwash on the arm,-,"left hand,left forearm,left upper arm"
b8f1f903-4a21-474f-873a-86a83e21625a,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa43,team_4-p_2,3,1211,0,2,-,-,-,-,-
6b6641bd-780c-4df7-8b13-23c4e79907fb,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,4,7040,0,2,-,-,-,-,-
e6e62056-87f7-48d3-acaa-83b522dca0af,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,5,849,0,2,-,-,-,-,-
ef870c3b-58f3-4796-a74c-89510a3d3610,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,6,6067,0,2,-,-,-,-,-
599b57b3-6cd3-43f1-8649-e515c947b4b2,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa42,powerwash,7,8268,0,2,"the vibration on the face makes more sound that feeling, so it does not work that well
1 is on the back of the hand
3 is on the forearm
2 and 4 on my face, anywhere except the mouth or eyes i think",using a powerwash,tried to mimic the way water splashes around and in your face.,-,"head,left upper arm,left forearm"
175395e4-60aa-438b-98c4-77ef9376f32f,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa43,Gustav Walking,1,6806,0,2,"fells  weird but good,",walking in strong wind,"tried to place them where most stress is in the legs, upper thighs
making the exhaustion tangible",-,"left thigh,right thigh"
4b51035d-2885-4c24-8daf-37c152f5b1b9,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,powerwash,8,8509,1,2,"the vibration on the face makes more sound that feeling, so it does not work that well
1 is on the back of the left hand
3 is in the palm of the right hand
2 on the right forearm
4 on my face, anywhere except the mouth or eyes i think",using a powerwash,"tried to mimic the way water splashes around and in your face.
added the recoil of the powerwash with 3 and 1",-,"head,left hand,right hand,right forearm"
652731d0-575c-49b1-a3c4-e22e8a05a50e,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,climbing on a wall,1,7517,1,2,"1 on the left shoulder
2 on the right shoulder
3 in the neck on the spine
4 on the chestbone",collaborative wall climb,"mimic the constant stress of it and the heavy work the muscles in the shoulders and chest have to do.
transmitters 3 and 4 are supposed to communicate the stress physically and mentally in this situation
the shoulder ones should show the constant contact of the shoulders of the two men",-,"left shoulder,right shoulder,chest,back"
2e80f729-1521-4088-ac9f-614e42b84d11,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,hugging someone,1,8856,1,3,"1 on the soft part where the chest meets the belly
2 on the side of the neck


feels very warm and fuzzy",hugging someone,We wanted to simulate the feeling of someone coming close and the emotional dimension of the hug,left side of neck,"chest,head"
b0b22778-e24a-471c-9e0b-bb9a04f230b2,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,hugging someone,2,8856,0,3,"1 on the soft part where the chest meets the belly
2 on the side of the neck


feels very warm and fuzzy",hugging someone,We wanted to simulate the feeling of someone coming close and the emotional dimension of the hug,left side of neck,"chest,head"
b6e9f9d0-c760-4370-aff7-26a3e23d85c0,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,hugging someone,3,111,0,3,-,-,-,-,-
8ffcd11c-09c1-401e-86ef-24f0c307e329,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,hugging someone,4,9952,1,3,3 right on the heart,-,"simulate the heartbeat of another person
we did it with the keyboard to keep it rhythmically",heart,chest
6c4a4e36-7086-4438-85e5-c8b8b22c1d20,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,splitscreen,1,8946,1,3,"1 and 2 on either side of the face at ezebrow level
3 and 4 at the hands inside",-,"it is meant for two players, one has actuators 1 and 2 and the other has 3 and 4
player 1 is the left side of the screen to simulate the claustrophobic tube
player 2 is on the right side and is supposed to simulate the heavzylifting",-,"head,right hand,left hand"
5718b65d-61b8-48ce-9ab9-9ee3a08567af,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,bandage,1,8699,0,3,-,-,-,-,-
0bd57e81-b67c-4d3d-b402-edcf51af0d46,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,bandage,2,4299,0,3,-,-,-,-,-
d0552a4a-0cdb-4378-a273-9e2070b8342b,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,bandage,3,536,0,3,-,-,-,-,-
9404b459-99ab-46bb-8cf3-038385e0e032,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,bandage,4,740,0,3,-,-,-,-,-
09182648-0d7c-46b6-9f49-c131cf8f9712,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,bandage,5,1094,1,3,1234 are around the wrist,-,"trying to recreate the circular motion of the bandage around the arm
through many tactons in a fluent position",left forearm,left forearm
69b4a29d-dd34-4fa9-bc10-fbf5ea9e7401,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_jump_clouds,2,7028,1,4,"actuators on top of feet, left and right, each two.",jumping on clouds,both feet simultaneously. higher intensity on clouds than mid air,"leftTopof Foot,rightTopofFoot",-
046dc562-99cc-47b5-ab39-da8411f2ab53,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_jump_clouds_improved,1,4250,0,4,-,-,-,-,-
75e5b34e-7baa-4397-8256-d80eb26812e1,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_jump_clouds_improved,2,1751,0,4,-,-,-,-,-
61c15378-23bc-43f9-bea2-1faa485df973,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_sliding_down,2,6412,1,4,"actuators are placed on the inside and outside of each top of foot in the direction of the ankle. 1: left foot little toe side, 2: left foot big toe side, 3 right foot big toe side, 4 right foot little toe side",sliding_down,"continous skying like experience with both legs in the sand, but on variying intensity between each foot. constant resistance of the sand is felt.","leftTopof Foot,rightTopofFoot",-
d104dcfe-3ab0-4a34-af5c-097a8c2c74e9,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_sliding_down,3,6412,1,4,"actuators are placed on the inside and outside of each top of foot in the direction of the ankle. 1: left foot little toe side, 2: left foot big toe side, 3 right foot big toe side, 4 right foot little toe side",sliding_down,"continous skying like experience with both legs in the sand, but on variying intensity between each foot. constant resistance of the sand is felt.","leftTopof Foot,rightTopofFoot",-
a3b123a7-ce5e-4068-a34f-ca2ff9a48116,4,4ec34f34-97f9-44b5-bc53-1a321aaaaa41,t2_sliding_down,4,5737,1,4,"actuators are placed on the inside and outside of each top of foot in the direction of the ankle. 1: left foot little toe side, 4 right foot little toe side, 2 on the left shin, 3 on the right shin",sliding_down,"continous skying like experience with both legs in the sand, but on variying intensity between each foot. constant resistance of the sand is felt, 2 tactons on the shins to simulate sand sprinkling onto your legs","leftTopof Foot,rightTopofFoot","left lower leg,right lower leg"
ecb6a21d-1406-4ed4-8443-dba1905c69d6,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,1,3026,0,1,-,-,-,-,-
b3013fee-58ea-43b5-9c42-6d6b1b725379,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,2,3036,0,1,-,-,-,-,-
c0363764-6063-4b1f-82b6-b6628fb56d12,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,3,7009,0,1,-,-,-,-,-
c987d0a5-901f-4889-a34e-cf043cd2b86e,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,4,8144,0,1,-,-,-,-,-
36d54be3-e7dc-4f91-9447-361cb8d4f022,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,5,9768,0,1,-,-,-,-,-
c08498cd-b76a-4220-95b8-bd1ba378ca06,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,6,8782,0,1,-,-,-,-,-
8044e62b-eea8-447e-8e76-cc90cc261726,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3,7,3531,0,1,-,-,-,-,-
72b1e443-6869-4855-a6aa-9ef0079ee91e,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,1,9219,0,1,-,-,-,-,-
e0395b63-c511-472d-915c-b834ac3c00a5,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,2,8521,0,1,-,-,-,-,-
f66156ad-4fbe-453b-9df1-2a46fd7ce510,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,2,6437,0,1,-,mario,"when running and doing small jumps, there is less intense and gradient vibration. when hitting the coins, there is strong vibrations from multiple channels. when there is multiple coins, there is even stronger vibration on all channels",-,-
9aee6f55-ab2d-4529-8d21-ed5e173d037f,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,3,7673,0,1,-,-,-,-,-
f8edabc6-d850-43cd-ab1f-0417d5b3484c,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,4,347,0,1,-,-,-,-,-
086abf81-9a7a-4f93-ab2c-beff8ca03ab2,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,3,8959,0,1,-,-,-,-,-
692e171b-3c35-4df7-9aaa-f2c34502041a,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,5,9347,0,1,-,-,-,-,-
b09cb9ae-cf68-4241-94ee-5dda81aa9ec9,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,4,9231,0,1,-,-,-,-,-
75146f58-4ce4-4864-a99f-53bdfe016ee7,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3-p_2,5,9053,0,1,-,-,-,-,-
eb21a049-3429-47e7-81ce-4c120f58fa0b,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,6,8201,0,1,-,-,-,-,-
82dee5b6-3aa0-4730-b157-6eaa356647d5,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,6,9161,0,1,-,-,-,-,-
9f2edcde-daaa-40b3-8c9d-185745ace1f9,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,team_3-p_1,7,7744,0,1,-,-,-,-,-
60959c91-c623-4b67-9c89-65d7198f7968,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,7,8988,0,1,-,-,-,-,-
30cb5ddd-3ce5-4618-aa1a-d38d65f78c39,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,8,8227,0,1,-,-,-,-,-
028e8a6b-f239-4d07-b827-bc259ead3479,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,team_3-p_1,8,9633,0,1,-,-,"when running and doing small jumps, there is less intense and gradient vibration. when hitting the coins, there is strong vibrations from multiple channels. when there is multiple coins, there is even stronger vibration on all channels (final)",-,-
40a5face-6d9d-4580-98ce-112281c77fee,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,9,9968,0,1,-,-,-,-,-
d25ba43e-607e-4cfb-a470-5aad0f8993f4,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,1,2458,0,1,-,-,-,-,-
26a33f40-74c4-45dc-9424-498eeaf56b89,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,2,5520,0,1,-,-,-,-,-
64c6c0dd-9aa7-4c32-8fd6-39541505eb4a,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,3,2101,0,1,-,-,-,-,-
0da3a9d1-4755-4891-8c5c-39dc73f55ef4,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,4,8906,0,1,-,-,-,-,-
a43af415-7ab0-45f8-80ca-be8d6bcaacb3,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,5,9350,0,1,-,-,-,-,-
78c217bc-ebc8-46bc-9377-302543a34624,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,6,10000,0,1,-,-,-,-,-
c5fa45cd-4651-4026-b6d7-4528444179d3,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,7,8895,0,1,-,-,-,-,-
601cd2ad-d0a8-4aef-8fc8-47ea1bb913b5,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,8,9036,0,1,-,-,-,-,-
81eaff8d-f47f-4ec0-94ec-cb43e26c0b22,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,9,7625,0,1,-,-,-,-,-
d024eb80-b4d5-4a14-ad00-dbf2f9490217,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,cloud_jump,10,7527,1,1,"we wanted to make the cloud softer and more gradient, but it is not possible to post-edit the amplitude",-,"the cloud jumping is very soft (low amplitude) and subtle (gradient). The jump in the air is relatively more powerful, so higher amplitude but short duration. the climbing on the wall is high amplitude and multi channel because it means there is strong friction",-,-
08091622-e234-4114-a671-e905bb729aa7,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,10,9358,0,1,-,-,-,-,-
9d180c2d-54fd-4759-ae23-22f7041abae1,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,11,8319,0,1,-,-,-,-,-
fd259637-4142-446b-afde-2e37f56506af,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,12,8346,0,2,-,-,-,-,-
d68f42b8-5ee9-4a65-b1ba-228510e02cd8,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,team_3-p_2,13,6609,0,2,-,-,-,-,-
fd8de1df-9468-468e-9adb-1793b538523b,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,sliding_gabt,1,8194,0,2,-,sliding_down,i place the tactons on my palms so i can feel the zip line. i tried to mimic this sensations and also the one when the character step on the grass,-,"right hand,left hand"
28e9c690-8034-4d6a-a291-f1eda9b889d8,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,climbing_furry_beast,1,10001,0,2,would prefer if the amplitude can be smaller,climbing a furry beast,"I placed my tactons on my arm (two along the arm and two along the wrist), and it signifies that the character is climbing on the back of the furry beast and gradually reaching to the head. I use gentle and gradually changing vibration to express the furriness",-,"right upper arm,left upper arm,left hand,right hand"
32459370-43f7-4515-b4d7-47251210a1d3,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,flying_in_the_sky,1,7687,0,2,-,-,-,-,-
b9bf635c-0fe4-4829-b049-b35bb5b42f81,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,flying_in_the_sky,2,10000,0,2,-,-,-,-,-
8550a52e-6652-402b-a2f8-a5d354e1dac1,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa32,flying_in_the_sky,3,9730,0,2,-,-,-,-,-
08c99fb7-879a-488c-9de9-78f71096bb20,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,flying_in_the_sky,4,9916,0,2,-,-,"for everything in the flying_in_the_sky group, i just use two tactons that is placed in the left and right side of my wrist to create that spatial mapping of the wings, and they can sometimes be synchronous flapping (haptics), and sometimes the left wing/right wing flaps first, also indicating some direction change. the wind is very big and the character flies up in the clouds so it is gentle and relaxing, not very rapid flapping. i tried to add some gradient in vibration too",-,-
801696d9-a4e8-4855-950c-efe04858984e,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,flying_in_the_sky,5,10001,0,2,-,-,-,-,-
dfb507cd-247e-4d19-95de-7a8317031673,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,sliding_gab,1,1156,0,2,-,-,-,-,-
d0f3bb99-bacf-4c4c-862e-1e3983d9150e,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,sliding_gab,2,496,0,2,-,-,-,-,-
2b13ac47-d226-43e2-b9b8-b0428f7c03c5,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa33,sliding_gab,3,945,0,2,-,-,-,-,-
5cc3a0e2-49e4-4db7-9257-9472d0f1f9fb,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,landing_spaceship,1,9998,0,2,-,-,-,-,-
1deffc6f-a07e-4df9-9fa1-d9d0ad89c866,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,landing_spaceship,2,9968,0,2,-,-,-,-,-
d5ee03d4-a72e-474c-ab33-f6c3eb98bbbe,3,4ec34f34-97f9-44b5-bc53-1a321aaaaa31,landing_spaceship,3,9566,0,2,-,-,-,-,-
